,Sample #,RT Clock,Max timestamp delta in microseconds,10.0.0.11,10.0.0.12
61,128,10:11:18,741,395060618,395059877
62,129,10:11:20,1139,397062895,397061756
63,130,10:11:22,1135,399062891,399061756
64,131,10:11:24,1131,401062887,401061756
65,132,10:11:26,18386,403045640,403064026
66,133,10:11:28,18391,405045635,405064026
67,134,10:11:30,3257,407049247,407045990
68,135,10:11:32,3253,409049243,409045990
69,136,10:11:34,3249,411049239,411045990
70,137,10:11:36,356,413049953,413049597
71,138,10:11:38,351,415049948,415049597
72,139,10:11:40,748,417051442,417050694
73,140,10:11:42,744,419051438,419050694
74,141,10:11:44,740,421051434,421050694
75,142,10:11:46,746,423052929,423052183
76,143,10:11:48,741,425052924,425052183
77,144,10:11:50,1139,427055201,427054062
78,145,10:11:52,1135,429055197,429054062
79,146,10:11:54,1131,431055193,431054062
80,147,10:11:56,1137,433057469,433056332
81,148,10:11:58,1132,435057464,435056332
82,149,10:12:00,357,437058176,437057819
83,150,10:12:02,353,439058172,439057819
84,151,10:12:04,349,441058168,441057819
85,152,10:12:06,355,443058881,443058526
86,153,10:12:08,351,445058877,445058526
87,154,10:12:10,748,447060371,447059623
88,155,10:12:12,744,449060367,449059623
89,156,10:12:14,740,451060363,451059623
90,157,10:12:16,746,453061856,453061110
91,158,10:12:18,742,455061852,455061110
92,159,10:12:20,1138,457064127,457062989
93,160,10:12:22,1134,459064123,459062989
94,161,10:12:24,1129,461064118,461062989
95,162,10:12:26,1182,463066439,463065257
96,163,10:12:28,1132,465066389,465065257
97,164,10:12:30,20379,467046366,467066745
98,165,10:12:32,20384,469046361,469066745
99,166,10:12:34,20388,471046357,471066745
100,167,10:12:36,2282,473044432,473046714
101,168,10:12:38,2286,475044428,475046714
102,169,10:12:40,748,477045922,477045174
103,170,10:12:42,743,479045917,479045174
104,171,10:12:44,739,481045913,481045174
105,172,10:12:46,746,483047408,483046662
106,173,10:12:48,742,485047404,485046662
107,174,10:12:50,1138,487049678,487048540
108,175,10:12:52,1134,489049674,489048540
109,176,10:12:54,1130,491049670,491048540
110,177,10:12:56,1137,493051946,493050809
111,178,10:12:58,1132,495051941,495050809
112,179,10:13:00,357,497052654,497052297
113,180,10:13:02,353,499052650,499052297
114,181,10:13:04,349,501052646,501052297
115,182,10:13:06,355,503053358,503053003
116,183,10:13:08,350,505053353,505053003
117,184,10:13:10,747,507054847,507054100
118,185,10:13:12,743,509054843,509054100
119,186,10:13:14,739,511054839,511054100
120,187,10:13:16,746,513056332,513055586
121,188,10:13:18,742,515056328,515055586
122,189,10:13:20,1140,517058605,517057465
123,190,10:13:22,1136,519058601,519057465
124,191,10:13:24,1132,521058597,521057465
125,192,10:13:26,1137,523060872,523059735
126,193,10:13:28,1133,525060868,525059735
127,194,10:13:30,357,527061581,527061224
128,195,10:13:32,353,529061577,529061224
129,196,10:13:34,348,531061572,531061224
130,197,10:13:36,355,533062284,533061929
131,198,10:13:38,351,535062280,535061929
132,199,10:13:40,748,537063774,537063026
133,200,10:13:42,743,539063769,539063026
134,201,10:13:44,739,541063765,541063026
135,202,10:13:46,746,543065260,543064514
136,203,10:13:48,742,545065256,545064514
137,204,10:13:50,16910,547083302,547066392
138,205,10:13:52,16906,549083298,549066392
139,206,10:13:54,16902,551083294,551066392
140,207,10:13:56,1137,553085569,553084432
141,208,10:13:58,1132,555085564,555084432
142,209,10:14:00,357,557086277,557085920
143,210,10:14:02,353,559086273,559085920
144,211,10:14:04,348,561086268,561085920
145,212,10:14:06,355,563086981,563086626
146,213,10:14:08,351,565086977,565086626
147,214,10:14:10,5431,567082292,567087723
148,215,10:14:12,5436,569082287,569087723
149,216,10:14:14,5440,571082283,571087723
150,217,10:14:16,746,573083778,573083032
151,218,10:14:18,742,575083774,575083032
152,219,10:14:20,1139,577086049,577084910
153,220,10:14:22,1134,579086044,579084910
154,221,10:14:24,1130,581086040,581084910
155,222,10:14:26,1136,583088315,583087179
156,223,10:14:28,1132,585088311,585087179
157,224,10:14:30,357,587089023,587088666
158,225,10:14:32,352,589089018,589088666
159,226,10:14:34,348,591089014,591088666
160,227,10:14:36,356,593089727,593089371
161,228,10:14:38,352,595089723,595089371
162,229,10:14:40,748,597091216,597090468
163,230,10:14:42,743,599091211,599090468
164,231,10:14:44,739,601091207,601090468
165,232,10:14:46,746,603092702,603091956
166,233,10:14:48,742,605092698,605091956
167,234,10:14:50,1138,607094972,607093834
168,235,10:14:52,1134,609094968,609093834
169,236,10:14:54,1130,611094964,611093834
170,237,10:14:56,1137,613097240,613096103
171,238,10:14:58,1133,615097236,615096103
172,239,10:15:00,357,617097947,617097590
173,240,10:15:02,353,619097943,619097590
174,241,10:15:04,349,621097939,621097590
175,242,10:15:06,355,623098652,623098297
176,243,10:15:08,350,625098647,625098297
177,244,10:15:10,748,627131850,627131102
178,245,10:15:12,744,629131846,629131102
179,246,10:15:14,740,631131842,631131102
180,247,10:15:16,745,633133334,633132589
181,248,10:15:18,741,635133330,635132589
182,249,10:15:20,15599,637103472,637119071
183,250,10:15:22,15603,639103468,639119071
184,251,10:15:24,15608,641103463,641119071
185,252,10:15:26,1137,643105739,643104602
186,253,10:15:28,1133,645105735,645104602
187,254,10:15:30,358,647087147,647086789
188,255,10:15:32,353,649087142,649086789
189,256,10:15:34,349,651087138,651086789
190,257,10:15:36,356,653087852,653087496
191,258,10:15:38,352,655087848,655087496
192,259,10:15:40,748,657089341,657088593
193,260,10:15:42,744,659089337,659088593
194,261,10:15:44,740,661089333,661088593
195,262,10:15:46,3114,663086967,663090081
196,263,10:15:48,3118,665086963,665090081
197,264,10:15:50,7604,667080496,667088100
198,265,10:15:52,7608,669080492,669088100
199,266,10:15:54,7612,671080488,671088100
200,267,10:15:56,1137,673082763,673081626
201,268,10:15:58,1132,675082758,675081626
202,269,10:16:00,357,677083470,677083113
203,270,10:16:02,353,679083466,679083113
204,271,10:16:04,349,681083462,681083113
205,272,10:16:06,355,683084174,683083819
206,273,10:16:08,351,685084170,685083819
207,274,10:16:10,10283,687074632,687084915
208,275,10:16:12,744,689085659,689084915
209,276,10:16:14,740,691085655,691084915
210,277,10:16:16,746,693087150,693086404
211,278,10:16:18,742,695087146,695086404
212,279,10:16:20,8643,697079639,697088282
213,280,10:16:22,1134,699089416,699088282
214,281,10:16:24,1130,701089412,701088282
215,282,10:16:26,1137,703091688,703090551
216,283,10:16:28,1133,705091684,705090551
217,284,10:16:30,12628,707079410,707092038
218,285,10:16:32,353,709092391,709092038
219,286,10:16:34,349,711092387,711092038
220,287,10:16:36,356,713093100,713092744
221,288,10:16:38,351,715093095,715092744
222,289,10:16:40,3631,717086381,717090012
223,290,10:16:42,744,719090756,719090012
224,291,10:16:44,740,721090752,721090012
225,292,10:16:46,746,723092246,723091500
226,293,10:16:48,741,725092241,725091500
227,294,10:16:50,6354,727087025,727093379
228,295,10:16:52,1134,729094513,729093379
229,296,10:16:54,1130,731094509,731093379
230,297,10:16:56,1928,733093719,733095647
231,298,10:16:58,1933,735093714,735095647
232,299,10:17:00,13696,737080373,737094069
233,300,10:17:02,353,739094422,739094069
234,301,10:17:04,349,741094418,741094069
235,302,10:17:06,355,743095130,743094775
236,303,10:17:08,351,745095126,745094775
237,304,10:17:10,10803,747085068,747095871
238,305,10:17:12,744,749096615,749095871
239,306,10:17:14,740,751096611,751095871
240,307,10:17:16,746,753098105,753097359
241,308,10:17:18,742,755098101,755097359
242,309,10:17:20,19414,757079823,757099237
243,310,10:17:22,1134,759100371,759099237
244,311,10:17:24,1130,761100367,761099237
245,312,10:17:26,1137,763102643,763101506
246,313,10:17:28,1133,765102639,765101506
247,314,10:17:30,359,767102635,767102994
248,315,10:17:32,354,769103348,769102994
249,316,10:17:34,350,771103344,771102994
250,317,10:17:36,355,773104056,773103701
251,318,10:17:38,351,775104052,775103701
252,319,10:17:40,749,777104048,777104797
253,320,10:17:42,8752,779113549,779104797
254,321,10:17:44,8747,781113544,781104797
255,322,10:17:46,746,783115039,783114293
256,323,10:17:48,742,785115035,785114293
257,324,10:17:50,6627,787109544,787116171
258,325,10:17:52,1135,789117306,789116171
259,326,10:17:54,1130,791117301,791116171
260,327,10:17:56,1137,793119577,793118440
261,328,10:17:58,1133,795119573,795118440
262,329,10:18:00,360,797119569,797119929
263,330,10:18:02,353,799120282,799119929
264,331,10:18:04,348,801120277,801119929
265,332,10:18:06,355,803120989,803120634
266,333,10:18:08,351,805120985,805120634
267,334,10:18:10,750,807120981,807121731
268,335,10:18:12,744,809122475,809121731
269,336,10:18:14,740,811122471,811121731
270,337,10:18:16,747,813123965,813123218
271,338,10:18:18,742,815123960,815123218
272,339,10:18:20,1141,817123956,817125097
273,340,10:18:22,1134,819126231,819125097
274,341,10:18:24,1130,821126227,821125097
275,342,10:18:26,1137,823128502,823127365
276,343,10:18:28,1133,825128498,825127365
277,344,10:18:30,358,827128494,827128852
278,345,10:18:32,353,829129205,829128852
279,346,10:18:34,349,831129201,831128852
280,347,10:18:36,355,833129913,833129558
281,348,10:18:38,351,835129909,835129558
282,349,10:18:40,750,837129905,837130655
283,350,10:18:42,2049,839128606,839130655
284,351,10:18:44,2053,841128602,841130655
285,352,10:18:46,746,843130095,843129349
286,353,10:18:48,742,845130091,845129349
287,354,10:18:50,1141,847130087,847131228
288,355,10:18:52,1135,849132363,849131228
289,356,10:18:54,1131,851132359,851131228
290,357,10:18:56,1137,853134634,853133497
291,358,10:18:58,1133,855134630,855133497
292,359,10:19:00,358,857134626,857134984
293,360,10:19:02,353,859135337,859134984
294,361,10:19:04,349,861135333,861134984
295,362,10:19:06,355,863136046,863135691
296,363,10:19:08,351,865136042,865135691
297,364,10:19:10,749,867136038,867136787
298,365,10:19:12,745,869137532,869136787
299,366,10:19:14,741,871137528,871136787
300,367,10:19:16,16449,873121826,873138275
301,368,10:19:18,16453,875121822,875138275
302,369,10:19:20,1140,877121818,877122958
303,370,10:19:22,1134,879124092,879122958
304,371,10:19:24,1130,881124088,881122958
305,372,10:19:26,1137,883126363,883125226
306,373,10:19:28,1133,885126359,885125226
307,374,10:19:30,358,887126355,887126713
308,375,10:19:32,353,889127066,889126713
309,376,10:19:34,349,891127062,891126713
310,377,10:19:36,355,893127774,893127419
311,378,10:19:38,351,895127770,895127419
312,379,10:19:40,750,897127766,897128516
313,380,10:19:42,1337,899129853,899128516
314,381,10:19:44,1333,901129849,901128516
315,382,10:19:46,1521,903132117,903130596
316,383,10:19:48,1517,905132113,905130596
317,384,10:19:50,1141,907132109,907133250
318,385,10:19:52,1135,909134385,909133250
319,386,10:19:54,1131,911134381,911133250
320,387,10:19:56,1137,913136656,913135519
321,388,10:19:58,1133,915136652,915135519
322,389,10:20:00,359,917136648,917137007
323,390,10:20:02,353,919137360,919137007
324,391,10:20:04,349,921137356,921137007
325,392,10:20:06,12348,923150061,923137713
326,393,10:20:08,12344,925150057,925137713
327,394,10:20:10,360,927150053,927150413
328,395,10:20:12,744,929151157,929150413
329,396,10:20:14,740,931151153,931150413
330,397,10:20:16,747,933152647,933151900
331,398,10:20:18,743,935152643,935151900
332,399,10:20:20,749,937152639,937153388
333,400,10:20:22,1135,939154523,939153388
334,401,10:20:24,1131,941154519,941153388
335,402,10:20:26,1138,943156795,943155657
336,403,10:20:28,1133,945156790,945155657
337,404,10:20:30,1141,947156786,947157927
338,405,10:20:32,353,949158280,949157927
339,406,10:20:34,349,951158276,951157927
340,407,10:20:36,18120,953140513,953158633
341,408,10:20:38,18124,955140509,955158633
342,409,10:20:40,360,957140505,957140865
343,410,10:20:42,745,959141610,959140865
344,411,10:20:44,741,961141606,961140865
345,412,10:20:46,747,963143101,963142354
346,413,10:20:48,743,965143097,965142354
347,414,10:20:50,749,967143093,967143842
348,415,10:20:52,1136,969144978,969143842
349,416,10:20:54,1132,971144974,971143842
350,417,10:20:56,10320,973135792,973146112
351,418,10:20:58,10324,975135788,975146112
352,419,10:21:00,1141,977135783,977136924
353,420,10:21:02,354,979137278,979136924
354,421,10:21:04,350,981137274,981136924
355,422,10:21:06,4580,983133052,983137632
356,423,10:21:08,4584,985133048,985137632
357,424,10:21:10,360,987133044,987133404
358,425,10:21:12,744,989134148,989133404
359,426,10:21:14,740,991134144,991133404
360,427,10:21:16,9583,993125309,993134892
361,428,10:21:18,9587,995125305,995134892
