Local_time,Event_ID,Node,Timestamp
10:09:16,67,10.0.0.11,273035651
10:09:16,67,10.0.0.12,273034905
10:09:18,68,10.0.0.11,275035646
10:09:18,68,10.0.0.12,275034905
10:09:20,69,10.0.0.11,277037920
10:09:20,69,10.0.0.12,277036783
10:09:22,70,10.0.0.11,279037916
10:09:22,70,10.0.0.12,279036783
10:09:24,71,10.0.0.11,281037912
10:09:24,71,10.0.0.12,281036783
10:09:26,72,10.0.0.11,283023724
10:09:26,72,10.0.0.12,283039051
10:09:28,73,10.0.0.11,285023720
10:09:28,73,10.0.0.12,285039051
10:09:30,74,10.0.0.11,287030841
10:09:30,74,10.0.0.12,287024076
10:09:32,75,10.0.0.12,289024076
10:09:32,75,10.0.0.11,289030837
10:09:34,76,10.0.0.12,291024076
10:09:34,76,10.0.0.11,291030833
10:09:36,77,10.0.0.11,293031545
10:09:36,77,10.0.0.12,293031190
10:09:38,78,10.0.0.11,295031541
10:09:38,78,10.0.0.12,295031190
10:09:40,79,10.0.0.11,297047604
10:09:40,79,10.0.0.12,297032287
10:09:42,80,10.0.0.11,299047599
10:09:42,80,10.0.0.12,299032287
10:09:44,81,10.0.0.11,301047595
10:09:44,81,10.0.0.12,301032287
10:09:46,82,10.0.0.11,303041897
10:09:46,82,10.0.0.12,303048343
10:09:48,83,10.0.0.11,305041893
10:09:48,83,10.0.0.12,305048343
10:09:50,84,10.0.0.11,307048740
10:09:50,84,10.0.0.12,307043031
10:09:52,85,10.0.0.11,309048736
10:09:52,85,10.0.0.12,309043031
10:09:54,86,10.0.0.11,311048732
10:09:54,86,10.0.0.12,311043031
10:09:56,87,10.0.0.11,313051007
10:09:56,87,10.0.0.12,313049871
10:09:58,88,10.0.0.11,315051002
10:09:58,88,10.0.0.12,315049871
10:10:00,89,10.0.0.11,317051715
10:10:00,89,10.0.0.12,317051358
10:10:02,90,10.0.0.11,319051711
10:10:02,90,10.0.0.12,319051358
10:10:04,91,10.0.0.11,321051707
10:10:04,91,10.0.0.12,321051358
10:10:06,92,10.0.0.11,323034171
10:10:06,92,10.0.0.12,323052064
10:10:08,93,10.0.0.11,325034167
10:10:08,93,10.0.0.12,325052064
10:10:10,94,10.0.0.11,327049406
10:10:10,94,10.0.0.12,327034914
10:10:12,95,10.0.0.11,329049401
10:10:12,95,10.0.0.12,329034914
10:10:14,96,10.0.0.11,331049397
10:10:14,96,10.0.0.12,331034914
10:10:16,97,10.0.0.11,333050890
10:10:16,97,10.0.0.12,333050145
10:10:18,98,10.0.0.11,335050886
10:10:18,98,10.0.0.12,335050145
10:10:20,99,10.0.0.11,337053162
10:10:20,99,10.0.0.12,337052023
10:10:22,100,10.0.0.11,339053158
10:10:22,100,10.0.0.12,339052023
10:10:24,101,10.0.0.12,341052023
10:10:24,101,10.0.0.11,341053153
10:10:26,102,10.0.0.11,343045772
10:10:26,102,10.0.0.12,343044636
10:10:28,103,10.0.0.12,345044636
10:10:28,103,10.0.0.11,345045768
10:10:30,104,10.0.0.11,347051111
10:10:30,104,10.0.0.12,347050754
10:10:32,105,10.0.0.11,349051107
10:10:32,105,10.0.0.12,349050754
10:10:34,106,10.0.0.11,351051103
10:10:34,106,10.0.0.12,351050754
10:10:36,107,10.0.0.11,353051815
10:10:36,107,10.0.0.12,353051461
10:10:38,108,10.0.0.11,355051811
10:10:38,108,10.0.0.12,355051461
10:10:40,109,10.0.0.11,357053305
10:10:40,109,10.0.0.12,357052557
10:10:42,110,10.0.0.11,359053301
10:10:42,110,10.0.0.12,359052557
10:10:44,111,10.0.0.11,361053297
10:10:44,111,10.0.0.12,361052557
10:10:46,112,10.0.0.11,363054791
10:10:46,112,10.0.0.12,363054045
10:10:48,113,10.0.0.12,365054045
10:10:48,113,10.0.0.11,365054786
10:10:50,114,10.0.0.12,367055924
10:10:50,114,10.0.0.11,367073504
10:10:52,115,10.0.0.11,369073500
10:10:52,115,10.0.0.12,369055924
10:10:54,116,10.0.0.12,371055924
10:10:54,116,10.0.0.11,371073496
10:10:56,117,10.0.0.11,373075771
10:10:56,117,10.0.0.12,373074635
10:10:58,118,10.0.0.11,375075766
10:10:58,118,10.0.0.12,375074635
10:11:00,119,10.0.0.11,377076479
10:11:00,119,10.0.0.12,377076122
10:11:02,120,10.0.0.11,379076475
10:11:02,120,10.0.0.12,379076122
10:11:04,121,10.0.0.12,381076122
10:11:04,121,10.0.0.11,381076471
10:11:06,122,10.0.0.11,383057647
10:11:06,122,10.0.0.12,383076828
10:11:08,123,10.0.0.11,385057643
10:11:08,123,10.0.0.12,385076828
10:11:10,124,10.0.0.11,387059137
10:11:10,124,10.0.0.12,387058389
10:11:12,125,10.0.0.12,389058389
10:11:12,125,10.0.0.11,389059133
10:11:14,126,10.0.0.12,391058389
10:11:14,126,10.0.0.11,391059129
10:11:16,127,10.0.0.11,393060622
10:11:16,127,10.0.0.12,393059877
10:11:18,128,10.0.0.11,395060618
10:11:18,128,10.0.0.12,395059877
10:11:20,129,10.0.0.11,397062895
10:11:20,129,10.0.0.12,397061756
10:11:22,130,10.0.0.11,399062891
10:11:22,130,10.0.0.12,399061756
10:11:24,131,10.0.0.11,401062887
10:11:24,131,10.0.0.12,401061756
10:11:26,132,10.0.0.11,403045640
10:11:26,132,10.0.0.12,403064026
10:11:28,133,10.0.0.11,405045635
10:11:28,133,10.0.0.12,405064026
10:11:30,134,10.0.0.11,407049247
10:11:30,134,10.0.0.12,407045990
10:11:32,135,10.0.0.11,409049243
10:11:32,135,10.0.0.12,409045990
10:11:34,136,10.0.0.11,411049239
10:11:34,136,10.0.0.12,411045990
10:11:36,137,10.0.0.11,413049953
10:11:36,137,10.0.0.12,413049597
10:11:38,138,10.0.0.11,415049948
10:11:38,138,10.0.0.12,415049597
10:11:40,139,10.0.0.11,417051442
10:11:40,139,10.0.0.12,417050694
10:11:42,140,10.0.0.11,419051438
10:11:42,140,10.0.0.12,419050694
10:11:44,141,10.0.0.11,421051434
10:11:44,141,10.0.0.12,421050694
10:11:46,142,10.0.0.11,423052929
10:11:46,142,10.0.0.12,423052183
10:11:48,143,10.0.0.11,425052924
10:11:48,143,10.0.0.12,425052183
10:11:50,144,10.0.0.11,427055201
10:11:50,144,10.0.0.12,427054062
10:11:52,145,10.0.0.11,429055197
10:11:52,145,10.0.0.12,429054062
10:11:54,146,10.0.0.12,431054062
10:11:54,146,10.0.0.11,431055193
10:11:56,147,10.0.0.11,433057469
10:11:56,147,10.0.0.12,433056332
10:11:58,148,10.0.0.12,435056332
10:11:58,148,10.0.0.11,435057464
10:12:00,149,10.0.0.11,437058176
10:12:00,149,10.0.0.12,437057819
10:12:02,150,10.0.0.12,439057819
10:12:02,150,10.0.0.11,439058172
10:12:04,151,10.0.0.11,441058168
10:12:04,151,10.0.0.12,441057819
10:12:06,152,10.0.0.12,443058526
10:12:06,152,10.0.0.11,443058881
10:12:08,153,10.0.0.11,445058877
10:12:08,153,10.0.0.12,445058526
10:12:10,154,10.0.0.11,447060371
10:12:10,154,10.0.0.12,447059623
10:12:12,155,10.0.0.11,449060367
10:12:12,155,10.0.0.12,449059623
10:12:14,156,10.0.0.12,451059623
10:12:14,156,10.0.0.11,451060363
10:12:16,157,10.0.0.11,453061856
10:12:16,157,10.0.0.12,453061110
