Local_time,Event_ID,Node,Timestamp
14:19:20,1,10.0.0.11,40235199
14:19:20,1,10.0.0.12,38084961
14:19:22,2,10.0.0.11,42235229
14:19:22,2,10.0.0.12,40084991
14:19:24,3,10.0.0.11,44235260
14:19:24,3,10.0.0.12,42084991
14:19:26,4,10.0.0.11,46235291
14:19:26,4,10.0.0.12,44085022
14:19:28,5,10.0.0.11,48235321
14:19:28,5,10.0.0.12,46085052
14:19:30,6,10.0.0.11,48085432
14:19:30,6,10.0.0.12,48085083
14:19:32,7,10.0.0.12,50085114
14:19:32,7,10.0.0.11,50085462
14:19:34,8,10.0.0.11,52085493
14:19:34,8,10.0.0.12,52085144
14:19:36,9,10.0.0.11,54085523
14:19:36,9,10.0.0.12,54085175
14:19:38,10,10.0.0.11,56085554
14:19:38,10,10.0.0.12,56085205
14:19:40,11,10.0.0.11,58085584
14:19:40,11,10.0.0.12,58085205
14:19:42,12,10.0.0.11,60085615
14:19:42,12,10.0.0.12,60085236
14:19:44,13,10.0.0.11,62085645
14:19:44,13,10.0.0.12,62085266
14:19:46,14,10.0.0.12,64085297
14:19:46,14,10.0.0.11,64085676
