Local_time,Event_ID,Node,Timestamp
09:57:12,104,10.0.0.11,210422915
09:57:12,104,10.0.0.12,211596542
09:57:13,105,10.0.0.11,212422911
09:57:13,105,10.0.0.12,213596542
09:57:15,106,10.0.0.11,214422907
09:57:15,106,10.0.0.12,215596542
09:57:17,107,10.0.0.11,216422902
09:57:17,107,10.0.0.12,217596542
09:57:19,108,10.0.0.11,218422898
09:57:19,108,10.0.0.12,219596542
09:57:21,109,10.0.0.11,220422894
09:57:21,109,10.0.0.12,221596542
09:57:23,110,10.0.0.12,223596542
09:57:23,110,10.0.0.11,222422890
09:57:25,111,10.0.0.11,224422886
09:57:25,111,10.0.0.12,225596542
09:57:27,112,10.0.0.11,226422882
09:57:27,112,10.0.0.12,227596542
09:57:29,113,10.0.0.11,228422877
09:57:29,113,10.0.0.12,228423628
09:57:31,114,10.0.0.11,230422873
09:57:31,114,10.0.0.12,230423628
09:57:33,115,10.0.0.12,232423628
09:57:33,115,10.0.0.11,232422869
09:57:35,116,10.0.0.11,234422865
09:57:35,116,10.0.0.12,234423628
09:57:37,117,10.0.0.12,236423628
09:57:37,117,10.0.0.11,236422861
